"","gene","coverage","chromosome","begin","end","orientation","length","position","perc_coverage","Mb_position","Chr"
"426","Sh01_g011100",18,"Sh01",16352975,16355471,"-",2496,16354223,0.721153846153846,16.354223,"Sh0"
"427","Sh01_g011130",69,"Sh01",16456940,16458003,"-",1063,16457471.5,6.49106302916275,16.4574715,"Sh0"
"428","Sh01_g011180",104,"Sh01",16524616,16530117,"-",5501,16527366.5,1.89056535175423,16.5273665,"Sh0"
"429","Sh01_g011190",63,"Sh01",16553561,16561565,"+",8004,16557563,0.787106446776612,16.557563,"Sh0"
"430","Sh01_g011240",21,"Sh01",16624776,16627423,"+",2647,16626099.5,0.793350963354741,16.6260995,"Sh0"
"431","Sh01_g011250",440,"Sh01",16631465,16638795,"+",7330,16635130,6.00272851296044,16.63513,"Sh0"
"432","Sh01_g011380",109,"Sh01",16886837,16890126,"-",3289,16888481.5,3.31407722712071,16.8884815,"Sh0"
"433","Sh01_g011420",18,"Sh01",16928567,16935864,"-",7297,16932215.5,0.246676716458819,16.9322155,"Sh0"
"434","Sh01_g011430",18,"Sh01",16962526,16964286,"+",1760,16963406,1.02272727272727,16.963406,"Sh0"
"435","Sh01_g011460",19,"Sh01",17030053,17033299,"+",3246,17031676,0.585335797905114,17.031676,"Sh0"
"436","Sh01_g011490",172,"Sh01",17186673,17193378,"-",6705,17190025.5,2.56524981357196,17.1900255,"Sh0"
"437","Sh01_g011560",19,"Sh01",17344067,17354791,"+",10724,17349429,0.177172696754942,17.349429,"Sh0"
"438","Sh01_g011570",18,"Sh01",17356982,17357344,"+",362,17357163,4.97237569060773,17.357163,"Sh0"
"439","Sh01_g011620",18,"Sh01",17548259,17548570,"-",311,17548414.5,5.78778135048232,17.5484145,"Sh0"
"440","Sh01_g011660",118,"Sh01",17657657,17664888,"+",7231,17661272.5,1.63186281288895,17.6612725,"Sh0"
"441","Sh01_g011670",18,"Sh01",17664936,17665850,"+",914,17665393,1.96936542669584,17.665393,"Sh0"
"442","Sh01_g011680",18,"Sh01",17668059,17671310,"+",3251,17669684.5,0.55367579206398,17.6696845,"Sh0"
"443","Sh01_g011710",21,"Sh01",17686574,17688538,"+",1964,17687556,1.06924643584521,17.687556,"Sh0"
"444","Sh01_g011720",87,"Sh01",17688843,17691512,"+",2669,17690177.5,3.25964780816785,17.6901775,"Sh0"
"445","Sh01_g011780",59,"Sh01",17775103,17782612,"+",7509,17778857.5,0.785723798108936,17.7788575,"Sh0"
"446","Sh01_g011790",112,"Sh01",17814477,17815835,"-",1358,17815156,8.24742268041237,17.815156,"Sh0"
"447","Sh01_g011810",18,"Sh01",17840931,17844383,"-",3452,17842657,0.52143684820394,17.842657,"Sh0"
"448","Sh01_g011820",22,"Sh01",17858517,17859036,"+",519,17858776.5,4.23892100192678,17.8587765,"Sh0"
"449","Sh01_g011850",18,"Sh01",17888731,17892893,"-",4162,17890812,0.432484382508409,17.890812,"Sh0"
"450","Sh01_g011860",938,"Sh01",17972484,17974042,"+",1558,17973263,60.2053915275995,17.973263,"Sh0"
"451","Sh01_g011870",18,"Sh01",17993351,17995808,"-",2457,17994579.5,0.732600732600733,17.9945795,"Sh0"
"452","Sh01_g011970",18,"Sh01",18198427,18202722,"+",4295,18200574.5,0.419091967403958,18.2005745,"Sh0"
"453","Sh01_g011990",54,"Sh01",18218610,18223400,"+",4790,18221005,1.12734864300626,18.221005,"Sh0"
"454","Sh01_g012000",18,"Sh01",18247558,18258837,"+",11279,18253197.5,0.159588616012058,18.2531975,"Sh0"
"455","Sh01_g012030",62,"Sh01",18361210,18371728,"+",10518,18366469,0.58946567788553,18.366469,"Sh0"
"456","Sh01_g012080",356,"Sh01",18475107,18477793,"-",2686,18476450,13.2539091586002,18.47645,"Sh0"
"457","Sh01_g012140",20,"Sh01",18589292,18593085,"+",3793,18591188.5,0.527287107830214,18.5911885,"Sh0"
"458","Sh01_g012230",57,"Sh01",18663564,18669568,"+",6004,18666566,0.949367088607595,18.666566,"Sh0"
"459","Sh01_g012240",19,"Sh01",18675297,18677466,"+",2169,18676381.5,0.875979714153988,18.6763815,"Sh0"
"460","Sh01_g012250",18,"Sh01",18680267,18685528,"+",5261,18682897.5,0.342140277513781,18.6828975,"Sh0"
"461","Sh01_g012270",102,"Sh01",18698093,18698855,"-",762,18698474,13.3858267716535,18.698474,"Sh0"
"462","Sh01_g012330",18,"Sh01",18784302,18789877,"+",5575,18787089.5,0.322869955156951,18.7870895,"Sh0"
"463","Sh01_g012340",18,"Sh01",18789961,18793513,"+",3552,18791737,0.506756756756757,18.791737,"Sh0"
"464","Sh01_g012420",140,"Sh01",18923133,18927997,"-",4864,18925565,2.87828947368421,18.925565,"Sh0"
"465","Sh01_g012480",206,"Sh01",18994933,18998466,"-",3533,18996699.5,5.83073874893858,18.9966995,"Sh0"
"466","Sh01_g012600",35,"Sh01",19200532,19200812,"-",280,19200672,12.5,19.200672,"Sh0"
"467","Sh01_g012670",21,"Sh01",19293146,19294513,"+",1367,19293829.5,1.53621068032187,19.2938295,"Sh0"
"468","Sh01_g012680",56,"Sh01",19298802,19304225,"+",5423,19301513.5,1.03263876083349,19.3015135,"Sh0"
"469","Sh01_g012750",424,"Sh01",19359682,19368635,"-",8953,19364158.5,4.73584273427901,19.3641585,"Sh0"
"470","Sh01_g012790",19,"Sh01",19421751,19426244,"-",4493,19423997.5,0.42288003561095,19.4239975,"Sh0"
"471","Sh01_g012810",136,"Sh01",19477125,19482459,"+",5334,19479792,2.54968128983877,19.479792,"Sh0"
"472","Sh01_g012880",36,"Sh01",19832154,19836611,"+",4457,19834382.5,0.807718196096029,19.8343825,"Sh0"
"473","Sh01_g012900",77,"Sh01",19864512,19873085,"-",8573,19868798.5,0.898168669077336,19.8687985,"Sh0"
"474","Sh01_g012910",18,"Sh01",19881349,19887019,"-",5670,19884184,0.317460317460317,19.884184,"Sh0"
"475","Sh01_g012920",917,"Sh01",19891777,19895215,"+",3438,19893496,26.6724840023269,19.893496,"Sh0"
"476","Sh01_g012930",18,"Sh01",19901622,19902198,"+",576,19901910,3.125,19.90191,"Sh0"
"477","Sh01_g013060",61,"Sh01",20094227,20096160,"-",1933,20095193.5,3.15571650284532,20.0951935,"Sh0"
"478","Sh01_g013130",491,"Sh01",20205214,20208696,"-",3482,20206955,14.1010913268237,20.206955,"Sh0"
"479","Sh01_g013150",654,"Sh01",20247873,20254115,"-",6242,20250994,10.4774110861903,20.250994,"Sh0"
"480","Sh01_g013160",88,"Sh01",20262723,20268397,"-",5674,20265560,1.55093408530137,20.26556,"Sh0"
"481","Sh01_g013180",5052,"Sh01",20302214,20322781,"-",20567,20312497.5,24.5636213351485,20.3124975,"Sh0"
"482","Sh01_g013190",183,"Sh01",20352021,20362066,"+",10045,20357043.5,1.8218018914883,20.3570435,"Sh0"
"483","Sh01_g013240",18,"Sh01",20422668,20424814,"-",2146,20423741,0.838769804287046,20.423741,"Sh0"
"484","Sh01_g013340",18,"Sh01",20635948,20638667,"-",2719,20637307.5,0.662008091210004,20.6373075,"Sh0"
"485","Sh01_g013440",42,"Sh01",20728707,20731493,"-",2786,20730100,1.50753768844221,20.7301,"Sh0"
"486","Sh01_g013470",18,"Sh01",20752872,20756798,"-",3926,20754835,0.458481915435558,20.754835,"Sh0"
"487","Sh01_g013480",2011,"Sh01",20760699,20764539,"+",3840,20762619,52.3697916666667,20.762619,"Sh0"
"488","Sh01_g013520",18,"Sh01",20822867,20827773,"+",4906,20825320,0.366897676314717,20.82532,"Sh0"
"489","Sh01_g013530",19,"Sh01",20828085,20833404,"-",5319,20830744.5,0.357210001880053,20.8307445,"Sh0"
"490","Sh01_g013550",19,"Sh01",20844342,20846311,"+",1969,20845326.5,0.964956830878619,20.8453265,"Sh0"
"491","Sh01_g013580",18,"Sh01",20871421,20871746,"+",325,20871583.5,5.53846153846154,20.8715835,"Sh0"
"492","Sh01_g013620",140,"Sh01",20921803,20927611,"-",5808,20924707,2.41046831955923,20.924707,"Sh0"
"493","Sh01_g013630",39,"Sh01",20966443,20970441,"+",3998,20968442,0.975487743871936,20.968442,"Sh0"
"494","Sh01_g013640",165,"Sh01",20992247,21000406,"+",8159,20996326.5,2.02230665522736,20.9963265,"Sh0"
"495","Sh01_g013720",18,"Sh01",21168778,21170106,"+",1328,21169442,1.35542168674699,21.169442,"Sh0"
"496","Sh01_g013740",20,"Sh01",21193510,21199461,"-",5951,21196485.5,0.336077970089061,21.1964855,"Sh0"
"497","Sh01_g013760",20,"Sh01",21211702,21215150,"+",3448,21213426,0.580046403712297,21.213426,"Sh0"
"498","Sh01_g013770",47,"Sh01",21216073,21222833,"+",6760,21219453,0.695266272189349,21.219453,"Sh0"
"499","Sh01_g014000",19,"Sh01",21580499,21582858,"+",2359,21581678.5,0.805426027977957,21.5816785,"Sh0"
"500","Sh01_g014150",19,"Sh01",21870216,21873287,"-",3071,21871751.5,0.618690980136763,21.8717515,"Sh0"
"501","Sh01_g014480",18,"Sh01",22421224,22422888,"+",1664,22422056,1.08173076923077,22.422056,"Sh0"
"502","Sh01_g014510",65,"Sh01",22472161,22477310,"+",5149,22474735.5,1.26238104486308,22.4747355,"Sh0"
"503","Sh01_g014540",18,"Sh01",22484219,22484826,"-",607,22484522.5,2.96540362438221,22.4845225,"Sh0"
"504","Sh01_g014550",19,"Sh01",22505310,22508087,"-",2777,22506698.5,0.684191573640619,22.5066985,"Sh0"
"505","Sh01_g014590",98,"Sh01",22535147,22543948,"+",8801,22539547.5,1.11350982842859,22.5395475,"Sh0"
"506","Sh01_g014610",18,"Sh01",22565901,22570738,"+",4837,22568319.5,0.372131486458549,22.5683195,"Sh0"
"507","Sh01_g014620",19,"Sh01",22570740,22570945,"+",205,22570842.5,9.26829268292683,22.5708425,"Sh0"
"508","Sh01_g014710",212,"Sh01",22653261,22660048,"+",6787,22656654.5,3.12361868277589,22.6566545,"Sh0"
"509","Sh01_g014720",36,"Sh01",22671621,22688547,"+",16926,22680084,0.21269053527118,22.680084,"Sh0"
"510","Sh01_g014740",53,"Sh01",22716229,22718704,"-",2475,22717466.5,2.14141414141414,22.7174665,"Sh0"
"511","Sh01_g014790",63,"Sh01",22874267,22874602,"-",335,22874434.5,18.8059701492537,22.8744345,"Sh0"
"512","Sh01_g014800",18,"Sh01",22898757,22902960,"+",4203,22900858.5,0.428265524625268,22.9008585,"Sh0"
"513","Sh01_g014810",48,"Sh01",22987274,22987731,"-",457,22987502.5,10.5032822757112,22.9875025,"Sh0"
"514","Sh01_g014860",18,"Sh01",23171228,23175802,"+",4574,23173515,0.393528640139921,23.173515,"Sh0"
"515","Sh01_g014980",144,"Sh01",23475411,23477035,"+",1624,23476223,8.86699507389163,23.476223,"Sh0"
"516","Sh01_g014990",821,"Sh01",23520680,23526832,"+",6152,23523756,13.3452535760728,23.523756,"Sh0"
"517","Sh01_g015020",63,"Sh01",23544234,23547257,"-",3023,23545745.5,2.08402249421105,23.5457455,"Sh0"
"518","Sh01_g015040",18,"Sh01",23610589,23612986,"-",2397,23611787.5,0.750938673341677,23.6117875,"Sh0"
"519","Sh01_g015070",70,"Sh01",23639888,23643188,"-",3300,23641538,2.12121212121212,23.641538,"Sh0"
"520","Sh01_g015080",18,"Sh01",23687631,23690835,"-",3204,23689233,0.561797752808989,23.689233,"Sh0"
"521","Sh01_g015160",19,"Sh01",23821180,23822887,"-",1707,23822033.5,1.11306385471588,23.8220335,"Sh0"
"522","Sh01_g015170",49,"Sh01",23829636,23830967,"+",1331,23830301.5,3.68144252441773,23.8303015,"Sh0"
"523","Sh01_g015230",18,"Sh01",23886788,23888585,"+",1797,23887686.5,1.0016694490818,23.8876865,"Sh0"
"524","Sh01_g015300",18,"Sh01",23965290,23968748,"-",3458,23967019,0.520532099479468,23.967019,"Sh0"
"525","Sh01_g015390",18,"Sh01",24139278,24140964,"+",1686,24140121,1.06761565836299,24.140121,"Sh0"
"526","Sh01_g015420",261,"Sh01",24153075,24157623,"+",4548,24155349,5.73878627968338,24.155349,"Sh0"
"527","Sh01_g015560",2331,"Sh01",24617284,24625723,"+",8439,24621503.5,27.6217561322432,24.6215035,"Sh0"
"528","Sh01_g015580",307,"Sh01",24689107,24692234,"+",3127,24690670.5,9.81771666133674,24.6906705,"Sh0"
"529","Sh01_g015630",22,"Sh01",24795233,24806713,"-",11480,24800973,0.191637630662021,24.800973,"Sh0"
"530","Sh01_g015640",18,"Sh01",24814963,24818160,"-",3197,24816561.5,0.563027838598686,24.8165615,"Sh0"
"531","Sh01_g015650",18,"Sh01",24819801,24824908,"-",5107,24822354.5,0.352457411396123,24.8223545,"Sh0"
"532","Sh01_g015660",18,"Sh01",24849909,24850625,"-",716,24850267,2.51396648044693,24.850267,"Sh0"
"533","Sh01_g015680",18,"Sh01",24869592,24872801,"-",3209,24871196.5,0.560922405733874,24.8711965,"Sh0"
"534","Sh01_g015730",2410,"Sh01",24993687,25003309,"+",9622,24998498,25.0467678237373,24.998498,"Sh0"
"535","Sh01_g015930",18,"Sh01",25301336,25301992,"+",656,25301664,2.74390243902439,25.301664,"Sh0"
"536","Sh01_g015980",18,"Sh01",25316127,25321256,"-",5129,25318691.5,0.350945603431468,25.3186915,"Sh0"
"537","Sh01_g016000",18,"Sh01",25352152,25352870,"+",718,25352511,2.50696378830084,25.352511,"Sh0"
"538","Sh01_g016070",160,"Sh01",25415652,25417304,"-",1652,25416478,9.68523002421307,25.416478,"Sh0"
"539","Sh01_g016220",18,"Sh01",25599340,25604342,"-",5002,25601841,0.359856057576969,25.601841,"Sh0"
"540","Sh01_g016330",175,"Sh01",25707413,25716810,"-",9397,25712111.5,1.86229647759923,25.7121115,"Sh0"
"541","Sh01_g016350",18,"Sh01",25724923,25727012,"-",2089,25725967.5,0.861656294877932,25.7259675,"Sh0"
"542","Sh01_g016380",18,"Sh01",25729424,25733331,"-",3907,25731377.5,0.46071154338367,25.7313775,"Sh0"
"543","Sh01_g016430",53,"Sh01",25755993,25770029,"-",14036,25763011,0.377600455970362,25.763011,"Sh0"
"544","Sh01_g016450",20,"Sh01",25813017,25817783,"-",4766,25815400,0.419639110365086,25.8154,"Sh0"
"545","Sh01_g016480",23,"Sh01",25968535,25969806,"+",1271,25969170.5,1.8095987411487,25.9691705,"Sh0"
"546","Sh01_g016490",29,"Sh01",25977133,25979194,"+",2061,25978163.5,1.40708393983503,25.9781635,"Sh0"
"547","Sh01_g016550",18,"Sh01",26056609,26061020,"-",4411,26058814.5,0.408070732260258,26.0588145,"Sh0"
"548","Sh01_g016570",18,"Sh01",26108234,26111441,"+",3207,26109837.5,0.561272217025257,26.1098375,"Sh0"
"549","Sh01_g016580",43,"Sh01",26120257,26121833,"-",1576,26121045,2.72842639593909,26.121045,"Sh0"
"550","Sh01_g016730",46,"Sh01",26375826,26377254,"+",1428,26376540,3.22128851540616,26.37654,"Sh0"
"551","Sh01_g016790",19,"Sh01",26423396,26423884,"+",488,26423640,3.89344262295082,26.42364,"Sh0"
"552","Sh01_g016820",20,"Sh01",26441086,26441913,"-",827,26441499.5,2.41837968561064,26.4414995,"Sh0"
"553","Sh01_g016850",40,"Sh01",26478079,26479821,"+",1742,26478950,2.29621125143513,26.47895,"Sh0"
"554","Sh01_g017020",36,"Sh01",27029265,27040745,"-",11480,27035005,0.313588850174216,27.035005,"Sh0"
"555","Sh01_g017110",19,"Sh01",27198813,27210147,"-",11334,27204480,0.167637197811893,27.20448,"Sh0"
"556","Sh01_g017130",65,"Sh01",27240805,27245924,"-",5119,27243364.5,1.2697792537605,27.2433645,"Sh0"
"557","Sh01_g017140",43,"Sh01",27274298,27281992,"+",7694,27278145,0.558877047049649,27.278145,"Sh0"
"558","Sh01_g017190",18,"Sh01",27300726,27305328,"+",4602,27303027,0.391134289439374,27.303027,"Sh0"
"559","Sh01_g017250",22,"Sh01",27384632,27389298,"-",4666,27386965,0.471495927989713,27.386965,"Sh0"
"560","Sh01_g017290",18,"Sh01",27463970,27466387,"+",2417,27465178.5,0.744724865535788,27.4651785,"Sh0"
"561","Sh01_g017370",18,"Sh01",27761561,27765822,"-",4261,27763691.5,0.422436047876085,27.7636915,"Sh0"
"562","Sh01_g017410",18,"Sh01",27820674,27821732,"-",1058,27821203,1.70132325141777,27.821203,"Sh0"
"563","Sh01_g017490",170,"Sh01",27998171,28000387,"+",2216,27999279,7.67148014440433,27.999279,"Sh0"
"564","Sh01_g017530",18,"Sh01",28177754,28183868,"-",6114,28180811,0.294406280667321,28.180811,"Sh0"
"565","Sh01_g017540",54,"Sh01",28187897,28196406,"-",8509,28192151.5,0.634622164766718,28.1921515,"Sh0"
"566","Sh01_g017570",18,"Sh01",28286777,28300389,"-",13612,28293583,0.132236262121657,28.293583,"Sh0"
"567","Sh01_g017600",18,"Sh01",28400617,28401427,"-",810,28401022,2.22222222222222,28.401022,"Sh0"
"568","Sh01_g017620",37,"Sh01",28493450,28505084,"-",11634,28499267,0.318033350524325,28.499267,"Sh0"
"569","Sh01_g017670",38,"Sh01",28568830,28574275,"+",5445,28571552.5,0.697887970615243,28.5715525,"Sh0"
"570","Sh01_g017690",96,"Sh01",28598694,28602909,"+",4215,28600801.5,2.27758007117438,28.6008015,"Sh0"
"571","Sh01_g017700",130,"Sh01",28653389,28659055,"+",5666,28656222,2.29438757500882,28.656222,"Sh0"
"572","Sh01_g017710",127,"Sh01",28701822,28703971,"+",2149,28702896.5,5.9097254536994,28.7028965,"Sh0"
"573","Sh01_g017720",412,"Sh01",28706592,28713137,"+",6545,28709864.5,6.29488158899924,28.7098645,"Sh0"
"574","Sh01_g017730",315,"Sh01",28715966,28728597,"-",12631,28722281.5,2.49386430211385,28.7222815,"Sh0"
"575","Sh01_g017810",25,"Sh01",28837231,28842466,"-",5235,28839848.5,0.477554918815664,28.8398485,"Sh0"
"576","Sh01_g017850",18,"Sh01",28983708,28987579,"-",3871,28985643.5,0.464996125032291,28.9856435,"Sh0"
"577","Sh01_g018010",18,"Sh01",29164364,29166505,"-",2141,29165434.5,0.840728631480616,29.1654345,"Sh0"
"578","Sh01_g018110",18,"Sh01",29340687,29348432,"-",7745,29344559.5,0.232408005164622,29.3445595,"Sh0"
"579","Sh01_g018120",18,"Sh01",29348590,29352324,"-",3734,29350457,0.48205677557579,29.350457,"Sh0"
"580","Sh01_g018230",187,"Sh01",29557093,29567949,"-",10856,29562521,1.72254974207811,29.562521,"Sh0"
"581","Sh01_g018240",18,"Sh01",29579188,29581380,"-",2192,29580284,0.821167883211679,29.580284,"Sh0"
"582","Sh01_g018270",33,"Sh01",29587003,29592050,"-",5047,29589526.5,0.653853774519517,29.5895265,"Sh0"
"583","Sh01_g018410",412,"Sh01",29959645,29961362,"-",1717,29960503.5,23.9953407105416,29.9605035,"Sh0"
"584","Sh01_g018430",302,"Sh01",29984573,29992856,"-",8283,29988714.5,3.6460219727152,29.9887145,"Sh0"
"585","Sh01_g018540",165,"Sh01",30237810,30242930,"-",5120,30240370,3.22265625,30.24037,"Sh0"
"586","Sh01_g018610",18,"Sh01",30348196,30357975,"-",9779,30353085.5,0.184067900603334,30.3530855,"Sh0"
"587","Sh01_g018650",36,"Sh01",30611325,30616055,"+",4730,30613690,0.761099365750529,30.61369,"Sh0"
"588","Sh01_g018660",18,"Sh01",30623076,30624481,"+",1405,30623778.5,1.28113879003559,30.6237785,"Sh0"
"589","Sh01_g018760",168,"Sh01",30821849,30827723,"+",5874,30824786,2.86006128702758,30.824786,"Sh0"
"590","Sh01_g018790",74,"Sh01",30833474,30833695,"+",221,30833584.5,33.4841628959276,30.8335845,"Sh0"
"591","Sh01_g018800",63,"Sh01",30833703,30834173,"+",470,30833938,13.4042553191489,30.833938,"Sh0"
"592","Sh01_g018980",18,"Sh01",31038601,31040906,"+",2305,31039753.5,0.780911062906725,31.0397535,"Sh0"
"593","Sh01_g019070",229,"Sh01",31173536,31177476,"-",3940,31175506,5.81218274111675,31.175506,"Sh0"
"594","Sh01_g019150",53,"Sh01",31291724,31297949,"+",6225,31294836.5,0.85140562248996,31.2948365,"Sh0"
"595","Sh01_g019200",18,"Sh01",31325811,31326765,"+",954,31326288,1.88679245283019,31.326288,"Sh0"
"596","Sh01_g019210",287,"Sh01",31331935,31342427,"+",10492,31337181,2.73541746092261,31.337181,"Sh0"
"597","Sh01_g019250",88,"Sh01",31413151,31415863,"-",2712,31414507,3.24483775811209,31.414507,"Sh0"
"598","Sh01_g019350",18,"Sh01",31577511,31579369,"+",1858,31578440,0.968783638320775,31.57844,"Sh0"
"599","Sh01_g019360",36,"Sh01",31588855,31592406,"+",3551,31590630.5,1.01379892987891,31.5906305,"Sh0"
"600","Sh01_g019590",2712,"Sh01",32109685,32123301,"+",13616,32116493,19.9177438307873,32.116493,"Sh0"
"601","Sh01_g019630",18,"Sh01",32154918,32160137,"-",5219,32157527.5,0.344893657788848,32.1575275,"Sh0"
"602","Sh01_g019660",215,"Sh01",32162686,32167711,"-",5025,32165198.5,4.27860696517413,32.1651985,"Sh0"
"603","Sh01_g019680",377,"Sh01",32177049,32177927,"+",878,32177488,42.9384965831435,32.177488,"Sh0"
"604","Sh01_g019690",31,"Sh01",32191977,32196559,"+",4582,32194268,0.67656045395024,32.194268,"Sh0"
"605","Sh01_g019700",411,"Sh01",32210881,32215588,"+",4707,32213234.5,8.73167622689611,32.2132345,"Sh0"
"606","Sh01_g019710",18,"Sh01",32218303,32222245,"+",3942,32220274,0.45662100456621,32.220274,"Sh0"
"607","Sh01_g019720",36,"Sh01",32245938,32253348,"+",7410,32249643,0.48582995951417,32.249643,"Sh0"
"608","Sh01_g019750",18,"Sh01",32261796,32263677,"-",1881,32262736.5,0.956937799043062,32.2627365,"Sh0"
"609","Sh01_g019760",77,"Sh01",32271839,32276512,"-",4673,32274175.5,1.64776374919752,32.2741755,"Sh0"
"610","Sh01_g019800",19,"Sh01",32355052,32358218,"+",3166,32356635,0.600126342387871,32.356635,"Sh0"
"611","Sh01_g019890",37,"Sh01",32479690,32491406,"-",11716,32485548,0.315807442813247,32.485548,"Sh0"
"612","Sh01_g019990",166,"Sh01",32767076,32769610,"+",2534,32768343,6.55090765588003,32.768343,"Sh0"
"613","Sh01_g020030",22,"Sh01",32891800,32893837,"+",2037,32892818.5,1.08001963672067,32.8928185,"Sh0"
"614","Sh01_g020040",18,"Sh01",32896110,32896928,"-",818,32896519,2.20048899755501,32.896519,"Sh0"
"615","Sh01_g020060",18,"Sh01",32923386,32924748,"+",1362,32924067,1.3215859030837,32.924067,"Sh0"
"616","Sh01_g020080",18,"Sh01",32953742,32958781,"+",5039,32956261.5,0.357213732883509,32.9562615,"Sh0"
"617","Sh01_g020110",18,"Sh01",33004752,33006453,"-",1701,33005602.5,1.05820105820106,33.0056025,"Sh0"
"618","Sh01_g020150",161,"Sh01",33229628,33234435,"+",4807,33232031.5,3.34928229665072,33.2320315,"Sh0"
"619","Sh01_g020160",19,"Sh01",33311094,33313431,"+",2337,33312262.5,0.813008130081301,33.3122625,"Sh0"
"620","Sh01_g020170",120,"Sh01",33314593,33315209,"+",616,33314901,19.4805194805195,33.314901,"Sh0"
"621","Sh01_g020190",15,"Sh01",33336992,33339062,"-",2070,33338027,0.72463768115942,33.338027,"Sh0"
"622","Sh01_g020200",18,"Sh01",33368202,33372142,"-",3940,33370172,0.456852791878173,33.370172,"Sh0"
"623","Sh01_g020210",38,"Sh01",33419290,33424587,"+",5297,33421938.5,0.717387200302058,33.4219385,"Sh0"
"624","Sh01_g020240",134,"Sh01",33499465,33502539,"+",3074,33501002,4.35914118412492,33.501002,"Sh0"
"625","Sh01_g020310",18,"Sh01",33774352,33777878,"+",3526,33776115,0.510493477027794,33.776115,"Sh0"
"626","Sh01_g020320",39,"Sh01",33782875,33789484,"-",6609,33786179.5,0.5901044030867,33.7861795,"Sh0"
"627","Sh01_g020390",36,"Sh01",34115391,34117778,"+",2387,34116584.5,1.50816925010473,34.1165845,"Sh0"
"628","Sh01_g020400",41,"Sh01",34126832,34127854,"-",1022,34127343,4.01174168297456,34.127343,"Sh0"
"629","Sh01_g020410",24,"Sh01",34165920,34168026,"+",2106,34166973,1.13960113960114,34.166973,"Sh0"
"630","Sh01_g020460",19,"Sh01",34351407,34354328,"+",2921,34352867.5,0.650462170489558,34.3528675,"Sh0"
"631","Sh01_g020520",37,"Sh01",34586585,34591248,"+",4663,34588916.5,0.793480591893631,34.5889165,"Sh0"
"632","Sh01_g020600",207,"Sh01",34689136,34693412,"-",4276,34691274,4.84097287184284,34.691274,"Sh0"
"633","Sh01_g020680",38,"Sh01",34920470,34930625,"+",10155,34925547.5,0.374199901526342,34.9255475,"Sh0"
"634","Sh01_g020700",528,"Sh01",35046095,35055429,"+",9334,35050762,5.65673880437112,35.050762,"Sh0"
"635","Sh01_g020790",19,"Sh01",35165253,35175324,"-",10071,35170288.5,0.188660510376328,35.1702885,"Sh0"
"636","Sh01_g020800",159,"Sh01",35185888,35190590,"-",4702,35188239,3.38153977031051,35.188239,"Sh0"
"637","Sh01_g020830",19,"Sh01",35321775,35325398,"+",3623,35323586.5,0.524427270218051,35.3235865,"Sh0"
